0			5,37047229604015E-12	-7,74545672044269E-9	-4,39405738461573E-8	-1,53528901591926E-7	-4,58643228284927E-7	-1,19881929094845E-6	-1,72625323102693E-6	-3,00577517009515E-6	-6,18328931523138E-6	-7,50513618186233E-6	-1,09084721771069E-5
51,5900001525879	7,36824219416121E-8	2,1313563536296E-7	5,82865766318719E-7	1,49247250647022E-6	3,47720583704358E-6	7,42909332984709E-6	1,44708074003574E-5	2,6019284632639E-5	4,40076109953225E-5	7,04330377629958E-5	1,07394509541336E-4
51,75			7,38630632213244E-8	2,1350314227675E-7	5,83434427881002E-7	1,49364177559619E-6	3,47870991390664E-6	7,43183545637294E-6	1,44762998388615E-5	2,60280048678396E-5	4,40214716945775E-5	7,04574122210033E-5	1,07439569546841E-4
51,9150009155273	7,40633083751163E-8	2,13772324286765E-7	5,83969381295901E-7	1,49454774600599E-6	3,48064531863201E-6	7,43567125027766E-6	1,44813766382867E-5	2,6037418138003E-5	4,4036019971827E-5	7,0480236900039E-5	1,0748412751127E-4
52,0750007629395	7,42474455250886E-8	2,13951906857801E-7	5,84321071528393E-7	1,49562742990383E-6	3,48272988048848E-6	7,43834243621677E-6	1,44873110912158E-5	2,604407563922E-5	4,40508920291904E-5	7,05049969838001E-5	1,07516490970738E-4
52,2350006103516	7,44105079775181E-8	2,14281371313518E-7	5,84746260301472E-7	1,49681136463187E-6	3,48471826328023E-6	7,44128237784025E-6	1,44924424603232E-5	2,60538872680627E-5	4,40674994024448E-5	7,05264319549315E-5	1,07554449641611E-4
52,4000015258789	7,46075556889991E-8	2,14512908769393E-7	5,85277462050726E-7	1,4977698583607E-6	3,48678577211103E-6	7,44482804293511E-6	1,44983096106444E-5	2,60634260484949E-5	4,4082375097787E-5	7,05544734955765E-5	1,07596817542799E-4
52,560001373291		7,47837916037497E-8	2,14814761534399E-7	5,85757391036168E-7	1,49857066844561E-6	3,48832327290438E-6	7,44760382076493E-6	1,45033309308928E-5	2,60722754319431E-5	4,40935145888943E-5	7,05787606420927E-5	1,0764481703518E-4
52,7200012207031	7,49564392776847E-8	2,15136608971989E-7	5,86344924613513E-7	1,49948425587354E-6	3,48999265042949E-6	7,4510780905257E-6	1,45079284266103E-5	2,6082083422807E-5	4,4111529859947E-5	7,06053324392997E-5	1,07694082544185E-4
52,8849983215332	7,51823421296649E-8	2,15413777482354E-7	5,86868168284127E-7	1,50059543102543E-6	3,4922322811326E-6	7,45385386835551E-6	1,45140693348367E-5	2,60903780144872E-5	4,41203956142999E-5	7,06288701621816E-5	1,07734558696393E-4
53,0449981689453	7,53413686993554E-8	2,15614903709138E-7	5,87280737818219E-7	1,50159007716866E-6	3,49391598319926E-6	7,45642773836153E-6	1,4518990610668E-5	2,61003588093445E-5	4,41373704234138E-5	7,06562277628109E-5	1,07775747892447E-4
53,2099990844727	7,5517803566072E-8	2,15812534065662E-7	5,87901581639017E-7	1,50260632381105E-6	3,49628794538148E-6	7,46014575270237E-6	1,45238773257006E-5	2,61087916442193E-5	4,41539959865622E-5	7,06782157067209E-5	1,078155983123E-4
53,3699989318848	7,56967679649279E-8	2,1615119294438E-7	5,88364173381706E-7	1,5036447393868E-6	3,49800234289432E-6	7,46290925235371E-6	1,45298081406509E-5	2,6118179448531E-5	4,41683732788078E-5	7,07017170498148E-5	1,07854066300206E-4
53,5299987792969	7,58837259695611E-8	2,16416225384819E-7	5,88703642279143E-7	1,50456503433816E-6	3,49986930814339E-6	7,46575642551761E-6	1,45353387779323E-5	2,61265577137237E-5	4,41801785200369E-5	7,07335711922497E-5	1,07892316009384E-4
53,6949996948242	7,60869554028432E-8	2,16740588143693E-7	5,89151113672415E-7	1,50564801515429E-6	3,50150980921171E-6	7,46958357922267E-6	1,45399817483849E-5	2,61369805230061E-5	4,41912015958223E-5	7,07542130840011E-5	1,07924977783114E-4
53,8549995422363	7,62855592029155E-8	2,16959719523402E-7	5,89694082009373E-7	1,50670200582681E-6	3,50325512954441E-6	7,47271315049147E-6	1,45453568620724E-5	2,61455643340014E-5	4,4204483856447E-5	7,07789295120165E-5	1,07968648080714E-4
54,0149993896484	7,64729364277628E-8	2,17216651776653E-7	5,9029054000348E-7	1,50794903674978E-6	3,50560299011704E-6	7,47493368180585E-6	1,45500252983766E-5	2,61530749412486E-5	4,42222917627078E-5	7,07995714037679E-5	1,08003783680033E-4
54,1800003051758	7,66835626109241E-8	2,17482593711793E-7	5,90505464970192E-7	1,50908897467161E-6	3,50731784237723E-6	7,47840385884047E-6	1,45572175824782E-5	2,61632503679721E-5	4,42378041043412E-5	7,08245352143422E-5	1,08038504549768E-4
54,3400001525879	7,68418360053147E-8	2,17749118291977E-7	5,91055197673995E-7	1,50990308611654E-6	3,50924938175012E-6	7,48140655559837E-6	1,456228983443E-5	2,61726727330824E-5	4,42514829046559E-5	7,08448351360857E-5	1,0808625665959E-4
54,5			7,70262218452444E-8	2,1799445448778E-7	5,91546836403722E-7	1,51081462718139E-6	3,51135918208456E-6	7,48458205634961E-6	1,45671310747275E-5	2,61799050349509E-5	4,42657401436009E-5	7,08699299138971E-5	1,08121443190612E-4
54,6650009155273	7,72195321019353E-8	2,1826539864378E-7	5,91914442793495E-7	1,51170377193921E-6	3,51280164068157E-6	7,48832553654211E-6	1,45738404171425E-5	2,61893128481461E-5	4,42766468040645E-5	7,0897163823247E-5	1,08161410025787E-4
54,8250007629395	7,74116983848216E-8	2,18609372382161E-7	5,92528976994799E-7	1,5132413864194E-6	3,5144050798408E-6	7,49034052205388E-6	1,45780622915481E-5	2,61986406258075E-5	4,42897689936217E-5	7,09231462678872E-5	1,08202017145231E-4
54,9850006103516	7,76243567202073E-8	2,18837286070084E-7	5,92969286117295E-7	1,51420204019814E-6	3,51644916918303E-6	7,49445371184265E-6	1,4583863048756E-5	2,62067351286532E-5	4,43052376795094E-5	7,0944290200714E-5	1,08237538370304E-4
55,1500015258789	7,78095810005652E-8	2,19115761979083E-7	5,93462232245656E-7	1,51519088831265E-6	3,51815356225416E-6	7,49785613152198E-6	1,45899066410493E-5	2,62162957369583E-5	4,43177450506482E-5	7,09673695382662E-5	1,08273015939631E-4
55,310001373291		7,79657511884579E-8	2,19404540757751E-7	5,93982065311138E-7	1,51592814745527E-6	3,52043730345031E-6	7,49984565118211E-6	1,45937674460583E-5	2,62275207205676E-5	4,43297103629448E-5	7,09906526026316E-5	1,08319203718565E-4
55,4700012207031	7,81799158744434E-8	2,19655717614842E-7	5,94458185787516E-7	1,51693461702962E-6	3,52209576703899E-6	7,50297476770356E-6	1,45993444675696E-5	2,62339017353952E-5	4,43448479927611E-5	7,10162494215183E-5	1,08363004983403E-4
55,6349983215332	7,83502969170513E-8	2,19896350017734E-7	5,94889741023508E-7	1,51839628870221E-6	3,52382971868792E-6	7,50671824789606E-6	1,46039628816652E-5	2,62419980572304E-5	4,43606732005719E-5	7,10387321305461E-5	1,08402557088993E-4
55,7949981689453	7,86034561883753E-8	2,20077538415353E-7	5,95375468037673E-7	1,51934307268675E-6	3,52558845406747E-6	7,50921253711567E-6	1,46091151691508E-5	2,62498251686338E-5	4,43740318587516E-5	7,10578678990714E-5	1,08443411590997E-4
55,9550018310547	7,87288243486728E-8	2,20322775135173E-7	5,95791505020316E-7	1,52035238443204E-6	3,52775100509461E-6	7,51165634937934E-6	1,46143001984456E-5	2,62589146586834E-5	4,43864773842506E-5	7,10805179551244E-5	1,08483218355104E-4
56,1199989318848	7,89336169759736E-8	2,20604462697338E-7	5,96200322888762E-7	1,52088648519566E-6	3,52999700226064E-6	7,51449488234357E-6	1,46195498018642E-5	2,62679222942097E-5	4,44013894593809E-5	7,11084285285324E-5	1,08513995655812E-4
56,2799987792969	7,9113803508335E-8	2,20880622237019E-7	5,96519953433017E-7	1,52241454998148E-6	3,53137806996529E-6	7,51738480175845E-6	1,46250058605801E-5	2,62763987848302E-5	4,44142824562732E-5	7,1133988967631E-5	1,08551357698161E-4
56,439998626709		7,92724108578113E-8	2,21174659031931E-7	5,97102882693434E-7	1,523304604234E-6	3,53370410266507E-6	7,52029109207797E-6	1,46299053085386E-5	2,62856519839261E-5	4,44278812210541E-5	7,11578177288175E-5	1,08586333226413E-4
56,6049995422363	7,9497766591885E-8	2,21433140268346E-7	5,97525627199502E-7	1,524392587271E-6	3,53520817952813E-6	7,52401729187113E-6	1,46347083500586E-5	2,62934445345309E-5	4,44410616182722E-5	7,11788743501529E-5	1,08625383290928E-4
56,7649993896484	7,96456021134873E-8	2,21662233457209E-7	5,98037900090276E-7	1,5257174936778E-6	3,53696555066563E-6	7,52755840949249E-6	1,46397642311058E-5	2,6303172489861E-5	4,44518009317108E-5	7,12011169525795E-5	1,08661406557076E-4
56,9249992370605	7,98852113348403E-8	2,21941220956978E-7	5,98436997734098E-7	1,52650613927108E-6	3,53886548509763E-6	7,53040194467758E-6	1,4643923350377E-5	2,63094952970278E-5	4,44648248958401E-5	7,12253240635619E-5	1,08702384750359E-4
57,0900001525879	8,00889949914563E-8	2,22100084101839E-7	5,98745316437999E-7	1,52761811023083E-6	3,54040344063833E-6	7,53321955926367E-6	1,46480360854184E-5	2,63180500041926E-5	4,44757752120495E-5	7,12499968358316E-5	1,08736850961577E-4
57,25			8,02812465394709E-8	2,22362203317061E-7	5,99347572460829E-7	1,52882148540812E-6	3,54236408384168E-6	7,5371858656581E-6	1,46534621308092E-5	2,63272813754156E-5	4,44901597802527E-5	7,12749679223634E-5	1,08772037492599E-4
57,4099998474121	8,04681121735484E-8	2,22604498389956E-7	5,99761449393554E-7	1,52998825342365E-6	3,5439147723082E-6	7,54056372898049E-6	1,46596958074952E-5	2,63357414951315E-5	4,45066070824396E-5	7,12960245436989E-5	1,08801541500725E-4
57,5750007629395	8,06422875143653E-8	2,22841350705494E-7	6,00224495883595E-7	1,53094833876821E-6	3,54580151906703E-6	7,54373877498438E-6	1,46646161738317E-5	2,63431520579616E-5	4,4521799281938E-5	7,13159461156465E-5	1,08840467873961E-4
57,7350006103516	8,08116524808611E-8	2,23143288735628E-7	6,00569819653174E-7	1,53205417063873E-6	3,54742087438353E-6	7,54628354115994E-6	1,46696593219531E-5	2,63512447418179E-5	4,45315781689715E-5	7,13353729224764E-5	1,08882923086639E-4
57,9000015258789	8,09953277780551E-8	2,23425800527366E-7	6,01167073455144E-7	1,53275948377996E-6	3,54906569555169E-6	7,54964821680915E-6	1,46747697726823E-5	2,63592392002465E-5	4,45462828793097E-5	7,1360293077305E-5	1,089167126338E-4
58,060001373291		8,12378857517615E-8	2,23675414190438E-7	6,01553665546817E-7	1,53405028413545E-6	3,55129805029719E-6	7,553832801932E-6	1,46812344610225E-5	2,63687979895622E-5	4,45621590188239E-5	7,13870686013252E-5	1,08952903246973E-4
58,2200012207031	8,14315725961023E-8	2,23900428863999E-7	6,02044053721329E-7	1,53496932853159E-6	3,55348265657085E-6	7,55641576688504E-6	1,46870215758099E-5	2,63768743025139E-5	4,45708210463636E-5	7,14121633791365E-5	1,08982159872539E-4
58,3849983215332	8,15881548987818E-8	2,24164949713668E-7	6,02549164341326E-7	1,53614189457585E-6	3,55489987668989E-6	7,55988958189846E-6	1,46914590004599E-5	2,63882393483073E-5	4,45849582320079E-5	7,14358320692554E-5	1,09017215436324E-4
58,5449981689453	8,17229519611828E-8	2,24464585585338E-7	6,03070247962023E-7	1,53706389482977E-6	3,55695669895795E-6	7,56356575948303E-6	1,46970360219711E-5	2,63963847828563E-5	4,45987461716868E-5	7,14610941940919E-5	1,09056651126593E-4
58,7050018310547	8,18228471644034E-8	2,24671765636231E-7	6,03462694925838E-7	1,5385006690849E-6	3,55878387381381E-6	7,565706710011E-6	1,47020991789759E-5	2,64043046627194E-5	4,46114172518719E-5	7,14826601324603E-5	1,09088214230724E-4
58,8699989318848	8,19738801283165E-8	2,24875705612249E-7	6,0387026223907E-7	1,53938049152202E-6	3,56041960003495E-6	7,56915505917277E-6	1,47068822116125E-5	2,64121663349215E-5	4,46261547040194E-5	7,15027053956874E-5	1,09122767753433E-4
59,0299987792969	8,20405006152214E-8	2,25164754397156E-7	6,04169713369629E-7	1,54036388266832E-6	3,56218674824049E-6	7,57212501412141E-6	1,47120936162537E-5	2,64203754340997E-5	4,46357917098794E-5	7,15225905878469E-5	1,09148109913804E-4
59,189998626709		8,21628987068834E-8	2,2548935874056E-7	6,04773674695025E-7	1,54149518039048E-6	3,56371606358152E-6	7,57524139771704E-6	1,47161481436342E-5	2,64289428741904E-5	4,46492194896564E-5	7,15432688593864E-5	1,09192791569512E-4
59,3549995422363	8,23411028250121E-8	2,25679585241778E-7	6,05289756094862E-7	1,54260692397656E-6	3,56575651494495E-6	7,5784046202898E-6	1,472125404689E-5	2,64378686551936E-5	4,46647209173534E-5	7,15610440238379E-5	1,09229440568015E-4
59,5149993896484	8,24597563564566E-8	2,25955886890006E-7	6,05724210345215E-7	1,54368024141149E-6	3,56756549990678E-6	7,58124315325404E-6	1,47262671816861E-5	2,64466470980551E-5	4,46779959020205E-5	7,15888309059665E-5	1,09259963210206E-4
59,6749992370605	8,25657409109226E-8	2,26208982212484E-7	6,06067430908297E-7	1,54473593738658E-6	3,56964710590546E-6	7,58366604713956E-6	1,47310993270366E-5	2,64548980339896E-5	4,46879676019307E-5	7,1608170401305E-5	1,09294516732916E-4
59,8400001525879	8,26507857709657E-8	2,26434636374506E-7	6,06586411322496E-7	1,54569158894446E-6	3,57164799424936E-6	7,58691703595105E-6	1,4735806871613E-5	2,64628470176831E-5	4,47029087808914E-5	7,16278809704818E-5	1,09330030682031E-4
60			8,27952604254278E-8	2,26761855515178E-7	6,06981814144092E-7	1,54655708684004E-6	3,57353110302938E-6	7,58962141844677E-6	1,47420641951612E-5	2,64730806520674E-5	4,47179954790045E-5	7,16514186933637E-5	1,09375512693077E-4
